comment_type,dest_lang,translation,user_id,source_lang,rule_used,comment_id,created_at,updated_at,confidence
episode,it,"Quella stronza è meglio che giochi con una specie di gioco.
Un sacco di cose succederanno nella stagione finale, Mettetevi d'accordo ❤️😉",21667900,en,,13723925,2018-08-22 18:49:52,2018-08-22 18:49:52,
episode,es,"¡Maldita sea! Este episodio fue absolutamente impresionante. y la banda sonora 😍😭❤️👍😩
!! ¡HBO NUNCA DECEPCIONA!
Yo en el final de cada episodio: Amy merece el jodido Oscar 👌👌",21667900,en,,13745880,2018-08-20 15:50:16,2018-08-20 15:50:16,
episode,fr,"Zut! Cet épisode était à couper le souffle. et la bande son
!! HBO NE JAMAIS DÉCOUVRIR !!
Moi sur la fin de chaque épisode: Amy mérite de baiser Oscar 👌👌",21667900,en,,13745880,2018-08-20 18:48:30,2018-08-20 18:48:30,
episode,it,"Dannazione! Questo episodio è stato assolutamente mozzafiato. e la colonna sonora 😍😭❤️👍😩
!! HBO MAI DELUSO !!
Io alla fine di ogni episodio: Amy merita il cazzo di Oscar 👌👌",21667900,en,,13745880,2018-08-20 15:53:47,2018-08-20 15:53:47,
episode,pt,"Droga! Este episódio foi absolutamente deslumbrante. e a trilha sonora 😍😭❤️👍😩
!! HBO nunca decepciona !!
Eu no final de cada episódio: Amy merece porra Oscar 👌👌",21667900,en,,13745880,2018-08-20 15:09:10,2018-08-20 15:09:10,
episode,ar,"حقا تريد أن تعرف كيف أدورا فعلت ذلك؟ نهائي الموسم سيكون الأفضل.
لا يزال زوج أدورا يعطيني مشاعر زاحفة. أنا متأكد من أنه شارك أيضا في هذا.",21667900,en,,13745900,2018-08-20 17:08:56,2018-08-20 17:08:56,
episode,es,"¿Realmente quieres saber cómo lo hizo Adora? La final de la temporada va a ser la mejor.
Aún el marido de Adora me está dando vibraciones espeluznantes. Estoy seguro de que él también está involucrado en esto.",21667900,en,,13745900,2018-08-21 14:40:23,2018-08-21 14:40:23,
episode,fr,"Vraiment envie de savoir comment Adora l'a fait? La finale de la saison va être la meilleure.
Pourtant, le mari d'Adora me donne des vibrations effrayantes. Je suis sûr qu'il a également participé à cela.",21667900,en,,13745900,2018-08-20 18:49:32,2018-08-20 18:49:32,
episode,pt,"Realmente quer saber como Adora fez isso? A final da temporada será a melhor.
Ainda o marido de Adora está me dando vibrações assustadoras. Tenho certeza de que ele também se envolveu nisso.",21667900,en,,13745900,2018-08-20 15:16:47,2018-08-20 15:16:47,
episode,it,"Klaus si pentirà di non aver ucciso suo padre.
Non essere un sentimentale è solo causare dolore nella vita reale.",21667900,en,,13757896,2018-10-19 17:20:30,2018-10-19 17:20:30,
episode,pl,"NIE POWIEDZ MAMY
😨😨😨",21667900,en,,13824282,2018-08-27 10:48:45,2018-08-27 10:48:45,
episode,pt,"NÃO DIGA MAMA
😨😨😨",21667900,en,,13824282,2018-08-27 10:49:35,2018-08-27 10:49:35,
episode,it,"L'hanno davvero uccisa. Episodio peggiore di sempre. 😭😭😭😭
Prima di tutto ci fanno sentire in contatto con i personaggi e poi li hanno uccisi, non c'è niente di buono in questo.
SONO PISSATO, MI STO PUCCANDO.",21667900,en,,13908145,2018-09-15 23:47:33,2018-09-15 23:47:33,
episode,it,"Riesci a percepire la paura?
Riesci a sentire il dolore?
Riesci a vedere i mostri?
Puoi fermare le tue lacrime?
😭😢😢",21667900,en,,13909636,2018-09-17 22:42:25,2018-09-17 22:42:25,
episode,it,"Rebekah ha ottenuto Marcel
Kol ha preso davina
Elia è libero dal peso di sempre e per sempre.
MA Klaus? Ha perso tutto, intendo TUTTO

Soffrono tutti",21667900,en,,13979540,2018-09-23 00:43:01,2018-09-23 00:43:01,
episode,pt,"Estou feliz por Elijah, mas eu quero meu antigo de volta 😢😭😭💔💔",21667900,en,,13981796,2018-10-15 19:01:26,2018-10-15 19:01:26,
episode,fr,Cet épisode est un chef-d'œuvre ♥ ️,21667900,en,,14104002,2018-10-22 19:30:28,2018-10-22 19:30:28,
episode,pt,Este episódio é uma obra prima ♥ ️,21667900,en,,14104002,2019-05-10 04:23:14,2019-05-10 04:23:14,
episode,pt,Essa última cena é tão brutal?,21667900,en,,14146579,2018-09-25 19:38:16,2018-09-25 19:38:16,
episode,ar,تلك المشهد الأخير ❤️❤️👌,21667900,en,,14147324,2018-09-23 09:01:29,2018-09-23 09:01:29,
episode,fr,Ces dernières scènes ❤️❤️👌,21667900,en,,14147324,2018-09-23 11:04:03,2018-09-23 11:04:03,
episode,ar,كان ذلك مضحكا جدا 😂 😂 😂 😂,21667900,en,,14160690,2021-05-26 02:17:22,2021-05-26 02:17:22,
episode,en,That was so funny 😂 😂 😂 😂,21667900,en,,14160690,2018-12-11 11:52:08,2018-12-11 11:52:08,
episode,fr,C'était tellement drôle 😂 😂 😂 😂,21667900,en,,14160690,2020-03-31 15:28:01,2020-03-31 15:28:01,
episode,it,E 'stato così divertente 😂 😂 😂 😂,21667900,en,,14160690,2019-02-20 15:55:32,2019-02-20 15:55:32,
episode,mk,Беше толку смешно 😂 😂 😂 😂,21667900,en,,14160690,2022-05-28 11:24:13,2022-05-28 11:24:13,
episode,pt,Isso foi tão engraçado 😂 😂 😂 😂,21667900,en,,14160690,2018-09-29 13:10:20,2018-09-29 13:10:20,
episode,tr,Çok komikti 😂 😂 😂 😂,21667900,en,,14160690,2022-11-27 01:37:36,2022-11-27 01:37:36,
episode,ar,محادثتهم هي أفضل جزء من الحلقة ❤️😍👏,21667900,en,,14160840,2018-09-24 20:48:30,2018-09-24 20:48:30,
episode,es,Su conversación es la mejor parte del episodio ❤️😍👏,21667900,en,,14160840,2018-09-27 01:45:37,2018-09-27 01:45:37,
episode,fr,Leur conversation est la meilleure partie de l'épisode ❤️😍👏,21667900,en,,14160840,2018-09-24 20:51:49,2018-09-24 20:51:49,
episode,it,La loro conversazione è la parte migliore dell'episodio ❤️😍👏,21667900,en,,14160840,2018-09-24 16:44:58,2018-09-24 16:44:58,
episode,pl,Ich rozmowa jest najlepszą częścią odcinka ❤️😍👏,21667900,en,,14160840,2018-10-09 04:17:21,2018-10-09 04:17:21,
episode,pt,A conversa deles é a melhor parte do episódio ❤️😍👏,21667900,en,,14160840,2018-09-26 18:23:13,2018-09-26 18:23:13,
episode,tr,Sohbetleri bölümün en güzel yeri ❤️😍👏,21667900,en,,14160840,2022-11-27 17:20:49,2022-11-27 17:20:49,
episode,fr,Maintenant le vrai plaisir commence,21667900,en,,14163268,2019-02-19 11:33:44,2019-02-19 11:33:44,
episode,it,Qualcuno ha paura di Beth? 😜,21667900,en,,14184627,2018-09-26 13:21:51,2018-09-26 13:21:51,
episode,fr,Je veux en voir plus. ❤️👏😘,21667900,en,,14184650,2018-09-26 07:38:21,2018-09-26 07:38:21,
episode,fr,Les sautes d'humeur de Randall sont vraiment adorables 😜❤️,21667900,en,,14184659,2018-09-26 08:12:32,2018-09-26 08:12:32,
episode,it,Gli sbalzi d'umore di Randall sono davvero adorabili 😜❤️,21667900,en,,14184659,2018-09-26 14:06:12,2018-09-26 14:06:12,
episode,pt,Ela é engraçada 😜,21667900,en,,14185235,2018-09-29 20:16:46,2018-09-29 20:16:46,
episode,tr,O komik 😜,21667900,en,,14185235,2022-01-31 11:21:18,2022-01-31 11:21:18,
episode,fa,لمائو 😂 😂😂,21667900,en,,14185402,2023-06-25 08:10:34,2023-06-25 08:10:34,
episode,tr,lmao 😂 😂😂,21667900,en,,14185402,2020-06-08 14:01:38,2020-06-08 14:01:38,
episode,pt,Marin merece melhor. 😢😢,21667900,en,,14237330,2018-11-11 00:50:07,2018-11-11 00:50:07,
episode,fr,"Un des meilleurs épisodes de tous les temps. ❤️❤️
Zuko 😘❤️",21667900,en,,14250526,2019-02-16 11:45:44,2019-02-16 11:45:44,
episode,it,"Episodio più straziante del cuore 😔
Appa ❤️😘😥",21667900,en,,14261307,2018-12-16 22:21:03,2018-12-16 22:21:03,
episode,es,"El episodio más desgarrador 😔
Appa ❤️😘😥",21667900,en,,14261311,2023-01-06 21:32:56,2023-01-06 21:32:56,
episode,fr,"Épisode le plus déchirant 😔
Appa❤️😘😥",21667900,en,,14261311,2023-04-09 22:37:10,2023-04-09 22:37:10,
episode,fr,"J'adore la conversation entre Randall et Beth
Ils sont géniaux",21667900,en,,14272955,2018-10-03 10:43:42,2018-10-03 10:43:42,
episode,it,"Adoro la conversazione tra Randall e Beth ❤️
Sono fantastici",21667900,en,,14272955,2018-10-03 11:41:53,2018-10-03 11:41:53,
episode,ar,من الصعب حقاً أن نشاهد المناضلات الثلاثة الكبرى و ريبيكا بعد وفاة جاك 😭😭,21667900,en,,14272962,2018-10-04 13:21:40,2018-10-04 13:21:40,
episode,el,Είναι πραγματικά δύσκολο να παρακολουθήσετε τους αγώνες των τριών μεγάλων και της Rebecca μετά το θάνατο του Jack 😭😭,21667900,en,,14272962,2020-03-14 22:34:09,2020-03-14 22:34:09,
episode,es,Es realmente difícil ver las tres grandes y las luchas de Rebecca después de la muerte de Jack,21667900,en,,14272962,2018-10-03 23:11:31,2018-10-03 23:11:31,
episode,fr,C'est vraiment difficile de regarder les trois grands et les luttes de Rebecca après la mort de Jack 😭😭,21667900,en,,14272962,2018-10-03 10:27:28,2018-10-03 10:27:28,
episode,it,È davvero difficile guardare i tre grandi e le battaglie di Rebecca dopo la morte di Jack 😭😭,21667900,en,,14272962,2018-10-03 11:28:19,2018-10-03 11:28:19,
episode,pt,É realmente difícil assistir os três grandes e as lutas de Rebecca após a morte de Jack 😭😭,21667900,en,,14272962,2018-10-03 09:57:05,2018-10-03 09:57:05,
episode,ar,سام ، كلب؟ هناك مشهد له مع ذلك الكلب. كيف هذا ممكن؟,21667900,en,,14302807,2023-01-25 04:09:33,2023-01-25 04:09:33,
episode,es,"Samuel, ¿un perro? Hay una escena de él con ese perro. ¿Como es eso posible?",21667900,en,,14302807,2022-10-14 15:50:39,2022-10-14 15:50:39,
episode,fa,سام، یک سگ؟ صحنه ای از او با آن سگ وجود دارد. چطور ممکن است؟,21667900,en,,14302807,2022-07-09 23:47:44,2022-07-09 23:47:44,
episode,fr,"Sam, un chien? Il y a une scène de lui avec ce chien. Comment est-ce possible?",21667900,en,,14302807,2019-01-12 21:54:55,2019-01-12 21:54:55,
episode,it,"Sam, un cane? C'è una scena di lui con quel cane. Com'è possibile?",21667900,en,,14302807,2019-03-23 18:45:48,2019-03-23 18:45:48,
episode,pt,"Sam, um cachorro? Há uma cena dele com aquele cachorro. Como isso é possível?",21667900,en,,14302807,2019-01-23 02:15:37,2019-01-23 02:15:37,
episode,tr,"Sam, köpek mi? O köpekle bir sahnesi var. Bu nasıl mümkün olabilir?",21667900,en,,14302807,2021-06-07 21:02:19,2021-06-07 21:02:19,
episode,es,¿Quién miente?,21667900,en,,14326907,2018-11-07 02:17:26,2018-11-07 02:17:26,
